school_number,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,asian,black,grade,mean_scale_score,any_lead_free_buildings,lead_percent,minority,race
M015,0.0929,0.5847,0.0055,1,0.3115,0.0109,0.0437,0.3552,All Grades,307,No,0.09210526315789473,Minority,Hispanic
M019,0.0667,0.5852,0.0296,0.7296,0.2852,0.1,0.1111,0.1741,All Grades,315,No,0.01098901098901099,Minority,Hispanic
M020,0.1848,0.4882,0.0237,1,0.2227,0.0395,0.3649,0.0837,All Grades,292,No,0.02459016393442623,Minority,Hispanic
M034,0.0684,0.6203,0.0025,0.9646,0.281,0.0354,0.0633,0.2785,All Grades,291,No,0.045454545454545456,Minority,Hispanic
M063,0.0352,0.6231,0,0.8291,0.3166,0.1005,0.0704,0.206,All Grades,309,No,0.07246376811594203,Minority,Hispanic
M064,0.0674,0.656,0.0177,0.9326,0.3227,0.0745,0.0709,0.1809,All Grades,297,No,0.05309734513274336,Minority,Hispanic
M110,0.0215,0.4439,0.0382,0.5155,0.1599,0.2912,0.1289,0.0979,All Grades,337,No,0.024390243902439025,Minority,Hispanic
M134,0.1255,0.5216,0,0.9333,0.302,0.0314,0.2549,0.1922,All Grades,285,No,0.028985507246376812,Minority,Hispanic
M140,0.1737,0.7947,0.0053,1,0.3237,0.0395,0.0553,0.1053,All Grades,281,No,0.010526315789473684,Minority,Hispanic
M142,0.1036,0.7617,0.0259,0.9611,0.2824,0.0155,0.0544,0.1425,All Grades,294,No,0.05263157894736842,Minority,Hispanic
M184,0.1759,0.0872,0.0436,0.6902,0.1233,0.0872,0.7504,0.0316,All Grades,340,NA,NA,Minority,Asian
M188,0.1452,0.6162,0.0021,1,0.2656,0.0498,0.0187,0.3133,All Grades,290,No,0.011235955056179775,Minority,Hispanic
M301,0.0604,0.5839,0.0336,0.8523,0.396,0.0336,0.0805,0.2685,All Grades,272,NA,NA,Minority,Hispanic
M315,0.0138,0.2215,0.0588,0.2837,0.2457,0.5087,0.1003,0.1107,All Grades,321,NA,NA,White,White
M332,0.1395,0.6628,0.0349,0.8721,0.3953,0.0465,0.0465,0.2093,All Grades,270,NA,NA,Minority,Hispanic
M361,0.051,0.3608,0.0157,0.4588,0.2235,0.3961,0.1137,0.1137,All Grades,309,NA,NA,Minority,White
M363,0.0464,0.2881,0.0132,0.3808,0.255,0.4768,0.0728,0.149,All Grades,299,NA,NA,Minority,White
M364,0.0467,0.3396,0.0654,0.4237,0.1994,0.3801,0.0748,0.1402,All Grades,298,NA,NA,Minority,White
M378,0.1404,0.5617,0.0213,1,0.3319,0.0255,0.1617,0.2298,All Grades,292,NA,NA,Minority,Hispanic
M450,0.012,0.5646,0.0195,0.7357,0.2688,0.1081,0.0931,0.2147,All Grades,309,NA,NA,Minority,Hispanic
M539,0.0012,0.1095,0.0507,0.2732,0.0363,0.4161,0.3326,0.0911,All Grades,364,NA,NA,Minority,White
M839,0.0353,0.4049,0.038,0.6875,0.2446,0.1929,0.2201,0.144,All Grades,310,NA,NA,Minority,Hispanic
M001,0.314,0.2043,0.0043,1,0.1634,0.0129,0.6667,0.1118,All Grades,320,No,0.05,Minority,Asian
M002,0.4355,0.0842,0,0.9737,0.1697,0.0158,0.8566,0.0434,All Grades,331,No,0.03184713375796178,Minority,Asian
M003,0.0445,0.1174,0.0655,0.1619,0.1632,0.6984,0.0643,0.0544,All Grades,332,No,0.06578947368421052,White,White
M006,0.0289,0.0744,0.0344,0.0675,0.1515,0.7534,0.1129,0.0248,All Grades,347,No,0.07194244604316546,White,White
M011,0.0356,0.2775,0.0356,0.2901,0.1376,0.4862,0.1273,0.0734,All Grades,328,No,0.16346153846153846,Minority,White
M033,0.0473,0.3107,0.0678,0.4953,0.1167,0.2539,0.2492,0.1183,All Grades,332,No,0.05,Minority,Hispanic
M040,0.0144,0.1362,0.101,0.0849,0.1651,0.6426,0.0913,0.0288,All Grades,346,No,0.05263157894736842,White,White
M041,0.0145,0.0951,0.1057,0.0383,0.1572,0.6843,0.0938,0.0211,All Grades,342,No,0.06504065040650407,White,White
M042,0.2822,0.0374,0.0052,1,0.1314,0.0258,0.9227,0.009,All Grades,341,No,0.030303030303030304,Minority,Asian
M051,0.1114,0.4743,0.02,1,0.2514,0.1714,0.2114,0.1229,All Grades,316,NA,NA,Minority,Hispanic
M059,0.0503,0.1426,0.099,0.1091,0.1644,0.604,0.1309,0.0235,All Grades,336,NA,NA,White,White
M077,0,0.0629,0.08,0.0486,0.1257,0.6229,0.2257,0.0086,All Grades,363,NA,NA,White,White
M089,0.0385,0.1493,0.0633,0.0385,0.1516,0.6199,0.1448,0.0226,All Grades,341,No,0,White,White
M104,0.0643,0.2013,0.0196,0.6207,0.1687,0.2442,0.4464,0.0885,All Grades,325,No,0.029411764705882353,Minority,Asian
M111,0.1333,0.5527,0.0215,1,0.2796,0.114,0.1484,0.1634,All Grades,299,No,0.041666666666666664,Minority,Hispanic
M114,0,0.1024,0.0401,0.1136,0.1559,0.6793,0.147,0.0312,All Grades,362,No,0.012345679012345678,White,White
M116,0.0862,0.2083,0.0647,0.3563,0.1422,0.444,0.1882,0.0948,All Grades,319,No,0.058823529411764705,Minority,White
M124,0.3414,0.0301,0.0035,1,0.0961,0.0174,0.9433,0.0058,All Grades,340,No,0.17391304347826086,Minority,Asian
M126,0.2182,0.2182,0.0185,0.7855,0.164,0.0949,0.5549,0.1134,All Grades,328,No,0.10091743119266056,Minority,Asian
M130,0.1722,0.044,0.026,1,0.1211,0.045,0.8749,0.01,All Grades,348,No,0.0364963503649635,Minority,Asian
M131,0.4212,0.1158,0,0.9507,0.2685,0.0025,0.8005,0.0813,All Grades,320,No,0.10674157303370786,Minority,Asian
M150,0.0326,0.1467,0.1087,0.1576,0.1576,0.5435,0.125,0.0761,All Grades,344,NA,NA,White,White
M151,0.0734,0.25,0.0699,0.3811,0.1696,0.4703,0.0699,0.1399,All Grades,323,NA,NA,Minority,White
M158,0.042,0.1091,0.0368,0.1314,0.1774,0.707,0.1091,0.0381,All Grades,343,No,0.012345679012345678,White,White
M167,0.0462,0.2185,0.0264,0.467,0.1826,0.3834,0.2749,0.0968,All Grades,336,No,0.08695652173913043,Minority,White
M177,0.0357,0.2857,0.0714,0.3571,0.2857,0.4286,0.125,0.0893,All Grades,328,NA,NA,Minority,White
M183,0.0555,0.1008,0.0286,0.0941,0.1849,0.6387,0.195,0.037,All Grades,344,No,0.0196078431372549,White,White
M198,0.0628,0.3074,0.0108,0.5108,0.184,0.4048,0.1407,0.1364,All Grades,333,No,0.014084507042253521,Minority,White
M212,0.0249,0.2188,0.133,0.1884,0.1163,0.5014,0.0776,0.0693,All Grades,331,NA,NA,White,White
M217,0.0746,0.1586,0.0354,0.3507,0.1194,0.3433,0.278,0.1847,All Grades,327,NA,NA,Minority,White
M225,0.0372,0.418,0.0557,0.4272,0.195,0.2786,0.0372,0.2105,All Grades,314,NA,NA,Minority,Hispanic
M234,0.0165,0.0754,0.0974,0.0466,0.1605,0.7023,0.1152,0.0096,All Grades,335,No,0.02631578947368421,White,White
M255,0,0.0849,0.0274,0.1068,0.137,0.6356,0.2137,0.0384,All Grades,356,NA,NA,White,White
M260,0.0111,0.1407,0.0333,0.2,0.163,0.6111,0.1519,0.063,All Grades,338,NA,NA,White,White
M267,0.0219,0.0625,0.025,0.075,0.1656,0.8062,0.0906,0.0156,All Grades,338,No,0.030303030303030304,White,White
M276,0.0233,0.1155,0.0618,0.0863,0.1459,0.5543,0.2229,0.0455,All Grades,331,No,0.01639344262295082,White,White
M281,0.1827,0.125,0.0096,0.3269,0.1346,0.3846,0.4038,0.0769,All Grades,326,No,0.15,Minority,Asian
M289,0.0137,0.1575,0.0274,0.3356,0.1747,0.3836,0.3527,0.0788,All Grades,327,NA,NA,Minority,White
M290,0.0464,0.0712,0.0573,0.0991,0.1424,0.7415,0.1161,0.0139,All Grades,346,NA,NA,White,White
M312,0.0036,0.0717,0.0789,0.3459,0.1487,0.3835,0.4462,0.0197,All Grades,356,NA,NA,Minority,Asian
M343,0.0559,0.1118,0.1118,0.0745,0.1366,0.5901,0.1491,0.0373,All Grades,329,No,0.031914893617021274,White,White
M347,0.0765,0.4898,0.0357,0.6939,0.5357,0.2143,0.0306,0.2296,All Grades,303,NA,NA,Minority,Hispanic
M397,0.0163,0.1233,0.1326,0.0907,0.1279,0.5767,0.1419,0.0256,All Grades,334,NA,NA,White,White
M407,0,0.1556,0.0685,0.1805,0.0685,0.5643,0.0664,0.1452,All Grades,306,NA,NA,White,White
M408,0.0019,0.2034,0.0597,0.306,0.1045,0.472,0.0317,0.2332,All Grades,344,NA,NA,Minority,White
M413,0.007,0.3029,0.0898,0.3717,0.1473,0.3576,0.1459,0.1038,All Grades,327,NA,NA,Minority,White
M422,0.0248,0.3617,0.0496,0.4149,0.3032,0.3387,0.0957,0.1543,All Grades,296,NA,NA,Minority,Hispanic
M442,0.0067,0.16,0.0333,1,0.0133,0.1933,0.3733,0.24,All Grades,338,NA,NA,Minority,Asian
M527,0.0127,0.1338,0.0318,0.1656,0.2038,0.6497,0.172,0.0127,All Grades,344,NA,NA,White,White
M655,0.0674,0.6227,0.0172,0.726,0.198,0.0316,0.0373,0.2912,All Grades,278,NA,NA,Minority,Hispanic
M896,0.0902,0.2077,0.0355,0.582,0.2814,0.2186,0.4016,0.1366,All Grades,323,No,0,Minority,Asian
M933,0.0633,0.481,0.038,0.6835,0.3544,0.1899,0.0759,0.2152,All Grades,293,No,0.03125,Minority,Hispanic
M009,0.035,0.2143,0.041,0.2112,0.1261,0.6185,0.0821,0.0441,All Grades,344,No,0.02608695652173913,White,White
M054,0.0123,0.139,0.064,0.2054,0.1205,0.6458,0.0554,0.0959,All Grades,352,No,0.021505376344086023,White,White
M075,0.1413,0.5283,0.0247,0.6837,0.2544,0.1661,0.0318,0.2491,All Grades,312,No,0.027972027972027972,Minority,Hispanic
M076,0.0904,0.1827,0.0058,0.8904,0.1712,0.0231,0.0038,0.7846,All Grades,276,No,0.018018018018018018,Minority,Black
M084,0.096,0.4472,0.0384,0.5317,0.1651,0.3512,0.0154,0.1478,All Grades,318,No,0,Minority,Hispanic
M087,0.0366,0.1474,0.0811,0.0891,0.1566,0.6537,0.0697,0.048,All Grades,340,No,0.011363636363636364,White,White
M145,0.1176,0.6419,0.0281,1,0.2148,0.0486,0.0128,0.2685,All Grades,287,No,0.022222222222222223,Minority,Hispanic
M149,0.0906,0.2369,0.0488,0.8641,0.2822,0.0174,0.0279,0.669,All Grades,270,No,0.02564102564102564,Minority,Black
M163,0.0718,0.4591,0.0334,0.5159,0.1536,0.2721,0.0668,0.1686,All Grades,327,No,0.045454545454545456,Minority,Hispanic
M165,0.1757,0.6907,0.0168,0.7653,0.1805,0.1107,0.0433,0.1384,All Grades,296,No,0.039473684210526314,Minority,Hispanic
M166,0.0537,0.1789,0.0537,0.252,0.1203,0.5886,0.1122,0.0667,All Grades,345,No,0.056338028169014086,White,White
M180,0.0528,0.2896,0.04,0.704,0.1616,0.0864,0.016,0.568,All Grades,292,No,0.030534351145038167,Minority,Black
M191,0.0816,0.4653,0.0143,0.7673,0.2735,0.1143,0.0735,0.3327,All Grades,277,No,0.015151515151515152,Minority,Hispanic
M199,0.027,0.1339,0.0641,0.0697,0.1474,0.6592,0.1282,0.0146,All Grades,346,No,0.008,White,White
M208,0.1019,0.3121,0,0.9554,0.2994,0.0255,0.0191,0.6433,All Grades,283,No,0.018518518518518517,Minority,Black
M241,0.15,0.46,0,0.89,0.34,0.04,0.02,0.48,All Grades,275,NA,NA,Minority,Black
M242,0.095,0.2624,0.0226,0.9231,0.3167,0.0317,0.009,0.6742,All Grades,289,NA,NA,Minority,Black
M243,0.0087,0.1261,0.0174,1,0.0957,0.6261,0.0826,0.1478,All Grades,338,NA,NA,White,White
M245,0.0218,0.2573,0.0388,0.2961,0.1748,0.4612,0.0728,0.1699,All Grades,327,NA,NA,Minority,White
M247,0.2589,0.9949,0,0.9746,0.2386,0,0,0.0051,All Grades,307,NA,NA,Minority,Hispanic
M250,0.0635,0.5079,0.0106,0.6825,0.2593,0.0952,0.037,0.3492,All Grades,293,NA,NA,Minority,Hispanic
M256,0.1549,0.4296,0.0141,0.7958,0.2746,0.0634,0.007,0.4859,All Grades,294,NA,NA,Minority,Black
M610,0.0229,0.6021,0.0208,0.8062,0.1771,0.0312,0.0792,0.2667,All Grades,304,NA,NA,Minority,Hispanic
M258,0.0392,0.4235,0.0078,1,0.3137,0.0745,0.0235,0.4706,All Grades,307,NA,NA,Minority,Black
M333,0.0184,0.17,0.0211,0.17,0.1884,0.6416,0.0659,0.1014,All Grades,325,NA,NA,White,White
M334,0.0017,0.0923,0.047,0.0976,0.0331,0.5348,0.2805,0.0453,All Grades,365,NA,NA,White,White
M415,0.053900000000000003,0.4337,0.009,1,0.2247,0.0067,0.018,0.5326,All Grades,268,NA,NA,Minority,Black
M421,0.0667,0.3692,0.0154,1,0.3026,0.0513,0.0205,0.5436,All Grades,285,NA,NA,Minority,Black
M452,0.021,0.1224,0.0455,0.1084,0.2133,0.6434,0.1049,0.0839,All Grades,344,NA,NA,White,White
M859,0.0043,0.1212,0.1212,0.1558,0.1082,0.4416,0.1732,0.1429,All Grades,366,No,0,Minority,White
M860,0.09,0.2433,0.017,0.7032,0.2287,0.0146,0.0243,0.7007,All Grades,305,NA,NA,Minority,Black
M862,0.0178,0.3876,0.0266,0.429,0.1627,0.2574,0.074,0.2544,All Grades,322,NA,NA,Minority,Hispanic
M007,0.1351,0.6364,0.0156,1,0.2623,0.0416,0.0182,0.2883,All Grades,298,No,0.08411214953271028,Minority,Hispanic
M012,0,0.2286,0.052,0.5,0.0483,0.1301,0.3067,0.2825,All Grades,365,NA,NA,Minority,Asian
M037,0.0452,0.5339,0,0.8462,0.2172,0.0226,0,0.4434,All Grades,311,NA,NA,Minority,Hispanic
M038,0.1245,0.5698,0.0151,0.9623,0.2528,0.0302,0.0528,0.3321,All Grades,266,NA,NA,Minority,Hispanic
M050,0.0858,0.6036,0.0089,1,0.3047,0.0118,0.0089,0.3669,All Grades,271,No,0.1223021582733813,Minority,Hispanic
M057,0.1343,0.6752,0.0047,1,0.2722,0.021,0.0397,0.2593,All Grades,292,No,0.072992700729927,Minority,Hispanic
M072,0.1297,0.8153,0.0036,0.9396,0.2078,0.0178,0.0124,0.151,All Grades,286,No,0.015873015873015872,Minority,Hispanic
M083,0.0674,0.6157,0.0112,0.8787,0.209,0.0247,0.1303,0.218,All Grades,307,No,0.035398230088495575,Minority,Hispanic
M096,0.211,0.6703,0.0066,1,0.2923,0.022,0.011,0.2901,All Grades,276,No,0.04597701149425287,Minority,Hispanic
M102,0.1044,0.6013,0.019,0.8703,0.288,0.038,0.0538,0.288,All Grades,294,No,0.08108108108108109,Minority,Hispanic
M108,0.123,0.6565,0.0144,1,0.2412,0.0176,0.0383,0.2732,All Grades,279,No,0.06862745098039216,Minority,Hispanic
M146,0.2043,0.6731,0.0072,0.9615,0.4591,0.0144,0.0264,0.2788,All Grades,289,No,0.058394160583941604,Minority,Hispanic
M155,0.3722,0.8667,0.0111,0.9833,0.3,0,0.0194,0.1028,All Grades,271,No,0.04201680672268908,Minority,Hispanic
M171,0.0192,0.6511,0.0096,1,0.2047,0.0385,0.0508,0.25,All Grades,330,No,0.0707070707070707,Minority,Hispanic
M182,0.3361,0.8861,0.0083,0.9472,0.1889,0.0028,0.0167,0.0861,All Grades,301,NA,NA,Minority,Hispanic
M206,0.1419,0.6017,0.0275,1,0.3708,0.0593,0.0403,0.2712,All Grades,286,NA,NA,Minority,Hispanic
M349,0.9562,1,0,0.9708,0.0073,0,0,0,All Grades,278,NA,NA,Minority,Hispanic
M224,0.0723,0.494,0.006,0.6627,0.1747,0.1145,0.0723,0.3133,All Grades,300,NA,NA,Minority,Hispanic
M372,0.3274,0.7988,0.0059,0.9467,0.288,0.0158,0.0158,0.1637,All Grades,283,NA,NA,Minority,Hispanic
M375,0.1039,0.5282,0.0297,0.9614,0.2938,0.0178,0.0564,0.368,All Grades,284,NA,NA,Minority,Hispanic
M377,0.0719,0.5689,0,0.8144,0.2934,0,0,0.4311,All Grades,282,NA,NA,Minority,Hispanic
M406,0.0791,0.5028,0,1,0.3616,0.0056,0.0395,0.452,All Grades,283,NA,NA,Minority,Hispanic
M497,0.0251,0.3116,0.1055,0.2965,0.1558,0.2814,0.0754,0.2261,All Grades,284,NA,NA,Minority,Hispanic
M825,0.1119,0.6534,0,0.9061,0.2744,0.0217,0.0397,0.2852,All Grades,288,NA,NA,Minority,Hispanic
M964,0.0071,0.306,0.1068,1,0.2278,0.2491,0.0676,0.2705,All Grades,303,NA,NA,Minority,Hispanic
M030,0.108,0.4704,0.0139,0.899,0.2927,0.0348,0.0139,0.4669,All Grades,280,No,0.05045871559633028,Minority,Hispanic
M036,0.0559,0.46,0.0168,0.8752,0.203,0.0168,0.0074,0.4991,All Grades,291,No,0.046296296296296294,Minority,Black
M046,0.1013,0.4633,0.0105,0.8941,0.2317,0.0093,0.0081,0.5087,All Grades,271,No,0,Minority,Black
M092,0.1136,0.3344,0.0097,0.9383,0.2468,0.0195,0.0065,0.6299,All Grades,294,No,0.06504065040650407,Minority,Black
M123,0.1757,0.3878,0.0157,0.8557,0.2296,0.033,0.0139,0.5496,All Grades,274,No,0.05333333333333334,Minority,Black
M125,0.1009,0.4266,0.0275,0.8303,0.2385,0.0505,0.078,0.4174,All Grades,319,No,0.05673758865248227,Minority,Hispanic
M129,0.1181,0.5234,0.0265,0.9185,0.1935,0.0204,0.0163,0.4134,All Grades,277,No,0.021739130434782608,Minority,Hispanic
M133,0.0723,0.4085,0.0213,0.9191,0.2851,0.0213,0.0213,0.5277,All Grades,282,No,0.08411214953271028,Minority,Black
M148,0.0214,0.25,0.0214,0.8,0.2357,0.0071,0,0.7214,All Grades,268,NA,NA,Minority,Black
M154,0.1031,0.3187,0.0188,0.975,0.1969,0.0219,0.025,0.6156,All Grades,285,No,0.006802721088435374,Minority,Black
M161,0.2885,0.7828,0.0068,0.9355,0.2161,0.0328,0.0045,0.1731,All Grades,289,No,0.04316546762589928,Minority,Hispanic
M175,0.1087,0.3179,0.0136,0.9592,0.2038,0.019,0.0272,0.6223,All Grades,291,No,0.05660377358490566,Minority,Black
M194,0.2023,0.4335,0.0347,0.9595,0.2254,0.0231,0.0289,0.4798,All Grades,274,No,0.1,Minority,Black
M197,0.0675,0.3436,0.0092,0.9172,0.2791,0.0429,0.0061,0.5982,All Grades,273,No,0.03636363636363636,Minority,Black
M200,0.1409,0.373,0.0278,0.8869,0.2282,0.0179,0.004,0.5774,All Grades,279,No,0.11214953271028037,Minority,Black
M286,0.0904,0.3898,0.0056,0.7684,0.3672,0.0282,0,0.5763,All Grades,262,NA,NA,Minority,Black
M302,0.1465,0.3384,0.0051,0.803,0.2929,0.0202,0.0455,0.5909,All Grades,255,NA,NA,Minority,Black
M318,0.0181,0.1403,0.0226,0.819,0.1357,0.009,0.0271,0.8009,All Grades,307,NA,NA,Minority,Black
M362,0,0.437,0.0167,0.5524,0.047,0.1958,0.129,0.2215,All Grades,343,NA,NA,Minority,Hispanic
M499,0.0224,0.2269,0.0259,0.7157,0.1162,0.0147,0.0147,0.7178,All Grades,274,NA,NA,Minority,Black
M514,0.1123,0.4022,0.0036,0.942,0.3261,0.029,0.0181,0.5471,All Grades,269,NA,NA,Minority,Black
M517,0.0321,0.2477,0.0734,0.4358,0.0963,0.21560000000000001,0.0734,0.3899,All Grades,294,NA,NA,Minority,Black
M670,0.0178,0.2068,0.0071,0.7594,0.1693,0.0036,0.0125,0.7701,All Grades,277,NA,NA,Minority,Black
M004,0.4035,0.8977,0.0015,1,0.1696,0,0.0073,0.0936,All Grades,281,No,0.07407407407407407,Minority,Hispanic
M005,0.4713,0.9267,0.0057,1,0.1638,0.0029,0.0072,0.0575,All Grades,296,No,0.031055900621118012,Minority,Hispanic
M008,0.3219,0.9432,0,0.9518,0.1463,0.012,0.0034,0.0413,All Grades,293,No,0.04285714285714286,Minority,Hispanic
M018,0.4975,0.9848,0,1,0.1288,0.0076,0.0025,0.0051,All Grades,285,NA,NA,Minority,Hispanic
M028,0.3238,0.859,0.0039,1,0.1971,0.0235,0.0026,0.111,All Grades,297,No,0.012195121951219513,Minority,Hispanic
M048,0.2994,0.9515,0.0032,0.9482,0.1893,0.0243,0.0097,0.0113,All Grades,289,No,0.04827586206896552,Minority,Hispanic
M052,0.3077,0.9439,0.0062,0.817,0.1705,0.0083,0.0021,0.0395,All Grades,276,No,0.08571428571428572,Minority,Hispanic
M098,0.3648,0.9344,0.0032,0.9088,0.1568,0.0336,0.008,0.0208,All Grades,272,No,0.011235955056179775,Minority,Hispanic
M103,0.5333,0.8296,0,1,0.1481,0.1481,0,0.0222,All Grades,287,NA,NA,Minority,Hispanic
M115,0.3055,0.9691,0,0.9909,0.14,0.0236,0,0.0073,All Grades,286,No,0.06493506493506493,Minority,Hispanic
M128,0.3051,0.9601,0,0.9313,0.1502,0.0048,0.0048,0.0304,All Grades,295,No,0.058823529411764705,Minority,Hispanic
M132,0.4841,0.9794,0.0037,1,0.185,0.0093,0.0019,0.0056,All Grades,278,No,0.08433734939759036,Minority,Hispanic
M143,0.4573,0.9698,0,1,0.201,0.0201,0,0.0101,All Grades,269,No,0.125,Minority,Hispanic
M152,0.3238,0.9608,0.006,0.9458,0.1536,0.012,0.006,0.0151,All Grades,289,No,0,Minority,Hispanic
M153,0.2843,0.7648,0.0126,0.8553,0.1547,0.0314,0.0189,0.1723,All Grades,297,No,0.024844720496894408,Minority,Hispanic
M173,0.1955,0.93,0.0048,0.8649,0.1224,0.0334,0.0095,0.0223,All Grades,302,No,0.02962962962962963,Minority,Hispanic
M178,0.1808,0.8155,0.0074,0.7528,0.2435,0.1402,0.0111,0.0258,All Grades,314,No,0.010101010101010102,Minority,Hispanic
M187,0.0846,0.5707,0.0265,0.4962,0.1439,0.3422,0.0278,0.0328,All Grades,315,No,0.09803921568627451,Minority,Hispanic
M189,0.303,0.9653,0.0038,0.924,0.1407,0.0225,0.0028,0.0056,All Grades,287,No,0.0440251572327044,Minority,Hispanic
M192,0.3025,0.9268,0,0.9172,0.1847,0.0096,0.0064,0.0573,All Grades,300,No,0.05063291139240506,Minority,Hispanic
M209,0.4533,0.8267,0,0.9067,0.2667,0.04,0,0.1333,All Grades,292,NA,NA,Minority,Hispanic
M210,0.3196,0.9566,0,0.9361,0.1963,0.0023,0.016,0.0251,All Grades,307,NA,NA,Minority,Hispanic
M218,0.5062,0.9419,0.0083,0.8921,0.2199,0.0207,0,0.029,All Grades,273,No,0.022988505747126436,Minority,Hispanic
M223,0.0214,0.8107,0.0107,0.8,0.125,0.05,0.025,0.1036,All Grades,324,No,0.2962962962962963,Minority,Hispanic
M278,0.1394,0.7788,0.0074,0.6729,0.1599,0.1561,0.0316,0.026,All Grades,315,NA,NA,Minority,Hispanic
M293,0.0528,0.9302,0.0034,0.7376,0.1397,0.0204,0.0102,0.0358,All Grades,300,NA,NA,Minority,Hispanic
M311,0.222,0.9042,0.0023,0.771,0.1285,0.0607,0.0187,0.014,All Grades,297,NA,NA,Minority,Hispanic
M314,0.0618,0.4903,0.0386,0.3398,0.1158,0.3707,0.0502,0.0502,All Grades,328,NA,NA,Minority,Hispanic
M319,0.322,0.9301,0.0016,0.9317,0.1789,0.013,0.0033,0.052,All Grades,295,NA,NA,Minority,Hispanic
M322,0.5077,0.9536,0.0093,0.9102,0.1641,0.0124,0.0062,0.0186,All Grades,288,NA,NA,Minority,Hispanic
M324,0.3403,0.8487,0.0042,0.813,0.2311,0.0273,0.0168,0.1029,All Grades,292,NA,NA,Minority,Hispanic
M325,0.4,0.9179,0.0036,0.9607,0.2143,0.0286,0.0036,0.0464,All Grades,261,NA,NA,Minority,Hispanic
M328,0.3756,0.8451,0,0.9296,0.2394,0.0047,0.0047,0.1455,All Grades,266,NA,NA,Minority,Hispanic
M346,0.2417,0.9157,0.0032,0.8998,0.1876,0.0207,0.0016,0.0588,All Grades,289,NA,NA,Minority,Hispanic
M348,0.1787,0.9418,0.0028,1,0.1901,0.0184,0.0057,0.0312,All Grades,283,NA,NA,Minority,Hispanic
M366,0.1543,0.9154,0.0106,0.8689,0.1226,0.0275,0.0233,0.0233,All Grades,321,NA,NA,Minority,Hispanic
M368,0.207,0.5683,0.0176,0.8018,0.1057,0.1145,0.0485,0.2511,All Grades,278,NA,NA,Minority,Hispanic
M513,0.1908,0.6118,0.0263,0.4803,0.2434,0.2105,0.0395,0.1118,All Grades,329,NA,NA,Minority,Hispanic
M528,0.1929,0.9645,0,0.9797,0.2437,0.0102,0.0051,0.0203,All Grades,288,No,0,Minority,Hispanic
X001,0.2405,0.7454,0.0042,0.9788,0.1499,0.0255,0.0057,0.2192,All Grades,271,No,0.020833333333333332,Minority,Hispanic
X005,0.2215,0.7384,0.0113,0.8911,0.2053,0.0188,0.0013,0.2303,All Grades,284,No,0.020833333333333332,Minority,Hispanic
X018,0.2674,0.6667,0.0156,0.9253,0.2326,0.0104,0.0226,0.2847,All Grades,283,No,0.15873015873015872,Minority,Hispanic
X025,0.2204,0.9061,0.0061,0.9735,0.2347,0.002,0.002,0.0837,All Grades,293,No,0.08108108108108109,Minority,Hispanic
X029,0.1613,0.6613,0.008,0.984,0.2173,0.012,0.0227,0.296,All Grades,272,No,0.021739130434782608,Minority,Hispanic
X030,0.1506,0.7372,0.0048,0.9407,0.2019,0.0176,0.0176,0.2228,All Grades,282,No,0.06306306306306306,Minority,Hispanic
X031,0.1742,0.7064,0.0041,0.9643,0.1879,0.0165,0.0206,0.2524,All Grades,268,NA,NA,Minority,Hispanic
X043,0.0857,0.7029,0.0038,0.9429,0.2229,0.0133,0.0038,0.2762,All Grades,297,No,0.04040404040404041,Minority,Hispanic
X049,0.1641,0.6858,0.0168,0.9677,0.2034,0.0056,0.0028,0.2889,All Grades,308,No,0.01694915254237288,Minority,Hispanic
X065,0.1253,0.6359,0.0071,0.974,0.2151,0.0071,0.0236,0.3262,All Grades,293,No,0.047619047619047616,Minority,Hispanic
X151,0.3478,0.7075,0.004,0.9289,0.2767,0.004,0.0119,0.2727,All Grades,261,No,0.09523809523809523,Minority,Hispanic
X154,0.1235,0.5901,0.0123,0.9605,0.1753,0.0222,0,0.3753,All Grades,293,No,0.017391304347826087,Minority,Hispanic
X157,0.0885,0.6885,0.0015,0.9542,0.1618,0,0.0031,0.3069,All Grades,291,No,0,Minority,Hispanic
X161,0.2193,0.7448,0.0038,0.9773,0.2363,0.0189,0.0076,0.225,All Grades,290,No,0.04242424242424243,Minority,Hispanic
X162,0.2507,0.6907,0,0.8747,0.296,0.008,0.008,0.2933,All Grades,260,No,0.06593406593406594,Minority,Hispanic
X179,0.3048,0.8086,0.0202,0.9219,0.2242,0.0025,0.0025,0.1662,All Grades,290,NA,NA,Minority,Hispanic
X221,0.0734,0.711,0.0107,0.9633,0.2385,0.0122,0.0092,0.2569,All Grades,294,NA,NA,Minority,Hispanic
X223,0.0857,0.7789,0,0.9661,0.2072,0.006,0.004,0.2112,All Grades,305,NA,NA,Minority,Hispanic
X224,0.3094,0.7376,0.011,0.9834,0.2541,0.0193,0,0.232,All Grades,266,NA,NA,Minority,Hispanic
X277,0.1667,0.7329,0.015,0.938,0.1774,0.0064,0.0107,0.235,All Grades,300,NA,NA,Minority,Hispanic
X296,0.1203,0.6103,0.0115,1,0.2837,0.0057,0.0057,0.3668,All Grades,280,NA,NA,Minority,Hispanic
X298,0.2358,0.7045,0.0028,1,0.2557,0.0085,0.0057,0.2784,All Grades,273,NA,NA,Minority,Hispanic
