school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
Central Park East I,0.0754,0.2261,0.0251,0.3116,0.1055,0.2965,0.1558,0.2814,M497,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3116,Hispanic
Isaac Newton Middle School for Math & Science,0.0397,0.2852,0.1119,0.6534,0,0.9061,0.2744,0.0217,M825,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6534,Hispanic
Central Park East II,0.0676,0.2705,0.0071,0.306,0.1068,1,0.2278,0.2491,M964,All Grades,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.306,Hispanic
P.S. 030 Hernandez/Hughes,0.0139,0.4669,0.108,0.4704,0.0139,0.899,0.2927,0.0348,M030,All Grades,280,-73.935075929,40.805815891,No,207,11,218,New York,NYC DOE,0.05045871559633028,Minority,0.4704,Hispanic
P.S. 036 Margaret Douglas,0.0074,0.4991,0.0559,0.46,0.0168,0.8752,0.203,0.0168,M036,All Grades,291,-73.957539804,40.810344159,No,103,5,108,New York,NYC DOE,0.046296296296296294,Minority,0.4991,Black
P.S. 046 Arthur Tappan,0.0081,0.5087,0.1013,0.4633,0.0105,0.8941,0.2317,0.0093,M046,All Grades,271,-73.93576936,40.831232583,No,104,0,104,New York,NYC DOE,0,Minority,0.5087,Black
P.S. 092 Mary McLeod Bethune,0.0065,0.6299,0.1136,0.3344,0.0097,0.9383,0.2468,0.0195,M092,All Grades,294,-73.94564305,40.815206812,No,115,8,123,New York,NYC DOE,0.06504065040650407,Minority,0.6299,Black
P.S. 123 Mahalia Jackson,0.0139,0.5496,0.1757,0.3878,0.0157,0.8557,0.2296,0.033,M123,All Grades,274,-73.944710366,40.819905188,No,142,8,150,New York,NYC DOE,0.05333333333333334,Minority,0.5496,Black
P.S. 125 Ralph Bunche,0.078,0.4174,0.1009,0.4266,0.0275,0.8303,0.2385,0.0505,M125,All Grades,319,-73.956888311,40.810939259,No,133,8,141,New York,NYC DOE,0.05673758865248227,Minority,0.4266,Hispanic
P.S. 129 John H. Finley,0.0163,0.4134,0.1181,0.5234,0.0265,0.9185,0.1935,0.0204,M129,All Grades,277,-73.952493151,40.814889265,No,135,3,138,New York,NYC DOE,0.021739130434782608,Minority,0.5234,Hispanic
P.S. 133 Fred R Moore,0.0213,0.5277,0.0723,0.4085,0.0213,0.9191,0.2851,0.0213,M133,All Grades,282,-73.939653892,40.809920878,No,98,9,107,New York,NYC DOE,0.08411214953271028,Minority,0.5277,Black
Eagle Academy for Young Men of Harlem,0,0.7214,0.0214,0.25,0.0214,0.8,0.2357,0.0071,M148,All Grades,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7214,Black
P.S. 154 Harriet Tubman,0.025,0.6156,0.1031,0.3187,0.0188,0.975,0.1969,0.0219,M154,All Grades,285,-73.94892224,40.810889735,No,146,1,147,New York,NYC DOE,0.006802721088435374,Minority,0.6156,Black
P.S. 161 Pedro Albizu Campos,0.0045,0.1731,0.2885,0.7828,0.0068,0.9355,0.2161,0.0328,M161,All Grades,289,-73.952672176,40.817419239,No,133,6,139,New York,NYC DOE,0.04316546762589928,Minority,0.7828,Hispanic
P.S. 175 Henry H Garnet,0.0272,0.6223,0.1087,0.3179,0.0136,0.9592,0.2038,0.019,M175,All Grades,291,-73.942943009,40.814144214,No,100,6,106,New York,NYC DOE,0.05660377358490566,Minority,0.6223,Black
P.S. 194 Countee Cullen,0.0289,0.4798,0.2023,0.4335,0.0347,0.9595,0.2254,0.0231,M194,All Grades,274,-73.940673017,40.821401819,No,36,4,40,New York,NYC DOE,0.1,Minority,0.4798,Black
P.S. 197 John B. Russwurm,0.0061,0.5982,0.0675,0.3436,0.0092,0.9172,0.2791,0.0429,M197,All Grades,273,-73.93741685,40.813102341,No,106,4,110,New York,NYC DOE,0.03636363636363636,Minority,0.5982,Black
P.S. 200- The James Mccune Smith School,0.004,0.5774,0.1409,0.373,0.0278,0.8869,0.2282,0.0179,M200,All Grades,279,-73.936806703,40.824556066,No,95,12,107,New York,NYC DOE,0.11214953271028037,Minority,0.5774,Black
I.S. M286 Renaissance Leadership Academy,0,0.5763,0.0904,0.3898,0.0056,0.7684,0.3672,0.0282,M286,All Grades,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5763,Black
KAPPA IV,0.0455,0.5909,0.1465,0.3384,0.0051,0.803,0.2929,0.0202,M302,All Grades,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5909,Black
Thurgood Marshall Academy Lower School,0.0271,0.8009,0.0181,0.1403,0.0226,0.819,0.1357,0.009,M318,All Grades,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8009,Black
Columbia Secondary School,0.129,0.2215,0,0.437,0.0167,0.5524,0.047,0.1958,M362,All Grades,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.437,Hispanic
Frederick Douglass Academy,0.0147,0.7178,0.0224,0.2269,0.0259,0.7157,0.1162,0.0147,M499,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7178,Black
New Design Middle School,0.0181,0.5471,0.1123,0.4022,0.0036,0.942,0.3261,0.029,M514,All Grades,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5471,Black
Teachers College Community School,0.0734,0.3899,0.0321,0.2477,0.0734,0.4358,0.0963,0.21560000000000001,M517,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3899,Black
Thurgood Marshall Academy for Learning and Social,0.0125,0.7701,0.0178,0.2068,0.0071,0.7594,0.1693,0.0036,M670,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7701,Black
P.S. 004 Duke Ellington,0.0073,0.0936,0.4035,0.8977,0.0015,1,0.1696,0,M004,All Grades,281,-73.941142075,40.834898812,No,125,10,135,New York,NYC DOE,0.07407407407407407,Minority,0.8977,Hispanic
P.S. 005 Ellen Lurie,0.0072,0.0575,0.4713,0.9267,0.0057,1,0.1638,0.0029,M005,All Grades,296,-73.922774404,40.859041705,No,156,5,161,New York,NYC DOE,0.031055900621118012,Minority,0.9267,Hispanic
P.S. 008 Luis Belliard,0.0034,0.0413,0.3219,0.9432,0,0.9518,0.1463,0.012,M008,All Grades,293,-73.936833549,40.838988845,No,134,6,140,New York,NYC DOE,0.04285714285714286,Minority,0.9432,Hispanic
P.S. 018 Park Terrace,0.0025,0.0051,0.4975,0.9848,0,1,0.1288,0.0076,M018,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9848,Hispanic
P.S. 028 Wright Brothers,0.0026,0.111,0.3238,0.859,0.0039,1,0.1971,0.0235,M028,All Grades,297,-73.942511465,40.831398167,No,162,2,164,New York,NYC DOE,0.012195121951219513,Minority,0.859,Hispanic
P.S. 048 P.O. Michael J. Buczek,0.0097,0.0113,0.2994,0.9515,0.0032,0.9482,0.1893,0.0243,M048,All Grades,289,-73.933841647,40.853750309,No,138,7,145,New York,NYC DOE,0.04827586206896552,Minority,0.9515,Hispanic
J.H.S. 052 Inwood,0.0021,0.0395,0.3077,0.9439,0.0062,0.817,0.1705,0.0083,M052,All Grades,276,-73.924600394,40.865631329,No,64,6,70,New York,NYC DOE,0.08571428571428572,Minority,0.9439,Hispanic
P.S. 098 Shorac Kappock,0.008,0.0208,0.3648,0.9344,0.0032,0.9088,0.1568,0.0336,M098,All Grades,272,-73.917591542,40.868022793,No,88,1,89,New York,NYC DOE,0.011235955056179775,Minority,0.9344,Hispanic
Dos Puentes Elementary School,0,0.0222,0.5333,0.8296,0,1,0.1481,0.1481,M103,All Grades,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8296,Hispanic
P.S. 115 Alexander Humboldt,0,0.0073,0.3055,0.9691,0,0.9909,0.14,0.0236,M115,All Grades,286,-73.935143659,40.846490812,No,72,5,77,New York,NYC DOE,0.06493506493506493,Minority,0.9691,Hispanic
P.S. 128 Audubon,0.0048,0.0304,0.3051,0.9601,0,0.9313,0.1502,0.0048,M128,All Grades,295,-73.9389609,40.841493801,No,160,10,170,New York,NYC DOE,0.058823529411764705,Minority,0.9601,Hispanic
P.S. 132 Juan Pablo Duarte,0.0019,0.0056,0.4841,0.9794,0.0037,1,0.185,0.0093,M132,All Grades,278,-73.934277701,40.850736601,No,76,7,83,New York,NYC DOE,0.08433734939759036,Minority,0.9794,Hispanic
J.H.S. 143 Eleanor Roosevelt,0,0.0101,0.4573,0.9698,0,1,0.201,0.0201,M143,All Grades,269,-73.931171009,40.849018239,No,119,17,136,New York,NYC DOE,0.125,Minority,0.9698,Hispanic
P.S. 152 Dyckman Valley,0.006,0.0151,0.3238,0.9608,0.006,0.9458,0.1536,0.012,M152,All Grades,289,-73.927970671,40.860371505,No,123,0,123,New York,NYC DOE,0,Minority,0.9608,Hispanic
P.S. 153 Adam Clayton Powell,0.0189,0.1723,0.2843,0.7648,0.0126,0.8553,0.1547,0.0314,M153,All Grades,297,-73.946925722,40.826225399,No,157,4,161,New York,NYC DOE,0.024844720496894408,Minority,0.7648,Hispanic
P.S. 173,0.0095,0.0223,0.1955,0.93,0.0048,0.8649,0.1224,0.0334,M173,All Grades,302,-73.940357904,40.845647106,No,131,4,135,New York,NYC DOE,0.02962962962962963,Minority,0.93,Hispanic
Professor Juan Bosch Public School,0.0111,0.0258,0.1808,0.8155,0.0074,0.7528,0.2435,0.1402,M178,All Grades,314,-73.927998282,40.859456239,No,98,1,99,New York,NYC DOE,0.010101010101010102,Minority,0.8155,Hispanic
P.S./I.S. 187 Hudson Cliffs,0.0278,0.0328,0.0846,0.5707,0.0265,0.4962,0.1439,0.3422,M187,All Grades,315,-73.937438278,40.856189543,No,46,5,51,New York,NYC DOE,0.09803921568627451,Minority,0.5707,Hispanic
P.S. 189,0.0028,0.0056,0.303,0.9653,0.0038,0.924,0.1407,0.0225,M189,All Grades,287,-73.92734751,40.853016282,No,152,7,159,New York,NYC DOE,0.0440251572327044,Minority,0.9653,Hispanic
P.S. 192 Jacob H. Schiff,0.0064,0.0573,0.3025,0.9268,0,0.9172,0.1847,0.0096,M192,All Grades,300,-73.952464578,40.821470979,No,75,4,79,New York,NYC DOE,0.05063291139240506,Minority,0.9268,Hispanic
Hamilton Grange Middle School,0,0.1333,0.4533,0.8267,0,0.9067,0.2667,0.04,M209,All Grades,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8267,Hispanic
P.S./I.S. 210 - Twenty-first Century Academy for C,0.016,0.0251,0.3196,0.9566,0,0.9361,0.1963,0.0023,M210,All Grades,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9566,Hispanic
I.S. 218 Salome Urena,0,0.029,0.5062,0.9419,0.0083,0.8921,0.2199,0.0207,M218,All Grades,273,-73.930452278,40.861110207,No,85,2,87,New York,NYC DOE,0.022988505747126436,Minority,0.9419,Hispanic
The Mott Hall School,0.025,0.1036,0.0214,0.8107,0.0107,0.8,0.125,0.05,M223,All Grades,324,-73.952774324,40.816224901,No,19,8,27,New York,NYC DOE,0.2962962962962963,Minority,0.8107,Hispanic
Paula Hedbavny School,0.0316,0.026,0.1394,0.7788,0.0074,0.6729,0.1599,0.1561,M278,All Grades,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7788,Hispanic
City College Academy of the Arts,0.0102,0.0358,0.0528,0.9302,0.0034,0.7376,0.1397,0.0204,M293,All Grades,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9302,Hispanic
Amistad Dual Language School,0.0187,0.014,0.222,0.9042,0.0023,0.771,0.1285,0.0607,M311,All Grades,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9042,Hispanic
Muscota,0.0502,0.0502,0.0618,0.4903,0.0386,0.3398,0.1158,0.3707,M314,All Grades,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4903,Hispanic
M.S. 319 - Maria Teresa,0.0033,0.052,0.322,0.9301,0.0016,0.9317,0.1789,0.013,M319,All Grades,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9301,Hispanic
Middle School 322,0.0062,0.0186,0.5077,0.9536,0.0093,0.9102,0.1641,0.0124,M322,All Grades,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9536,Hispanic
M.S. 324 - Patria Mirabal,0.0168,0.1029,0.3403,0.8487,0.0042,0.813,0.2311,0.0273,M324,All Grades,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8487,Hispanic
P.S. 325,0.0036,0.0464,0.4,0.9179,0.0036,0.9607,0.2143,0.0286,M325,All Grades,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9179,Hispanic
M.S. 328 - Manhattan Middle School for Scientific,0.0047,0.1455,0.3756,0.8451,0,0.9296,0.2394,0.0047,M328,All Grades,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8451,Hispanic
Community Health Academy of the Heights,0.0016,0.0588,0.2417,0.9157,0.0032,0.8998,0.1876,0.0207,M346,All Grades,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9157,Hispanic
Washington Heights Expeditionary Learning School,0.0057,0.0312,0.1787,0.9418,0.0028,1,0.1901,0.0184,M348,All Grades,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9418,Hispanic
Washington Heights Academy,0.0233,0.0233,0.1543,0.9154,0.0106,0.8689,0.1226,0.0275,M366,All Grades,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.9154,Hispanic
Hamilton Heights School,0.0485,0.2511,0.207,0.5683,0.0176,0.8018,0.1057,0.1145,M368,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5683,Hispanic
Castle Bridge School,0.0395,0.1118,0.1908,0.6118,0.0263,0.4803,0.2434,0.2105,M513,All Grades,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6118,Hispanic
I.S. 528 Bea Fuller Rodgers School,0.0051,0.0203,0.1929,0.9645,0,0.9797,0.2437,0.0102,M528,All Grades,288,-73.934461073,40.850606923,No,28,0,28,New York,NYC DOE,0,Minority,0.9645,Hispanic
P.S. 001 Courtlandt School,0.0057,0.2192,0.2405,0.7454,0.0042,0.9788,0.1499,0.0255,X001,All Grades,271,-73.919345941,40.818926001,No,141,3,144,Bronx,NYC DOE,0.020833333333333332,Minority,0.7454,Hispanic
PS 5 Port Morris,0.0013,0.2303,0.2215,0.7384,0.0113,0.8911,0.2053,0.0188,X005,All Grades,284,-73.90891042,40.81358655,No,141,3,144,Bronx,NYC DOE,0.020833333333333332,Minority,0.7384,Hispanic
P.S. 018 John Peter Zenger,0.0226,0.2847,0.2674,0.6667,0.0156,0.9253,0.2326,0.0104,X018,All Grades,283,-73.923197513,40.816493162,No,106,20,126,Bronx,NYC DOE,0.15873015873015872,Minority,0.6667,Hispanic
P.S. 025 Bilingual School,0.002,0.0837,0.2204,0.9061,0.0061,0.9735,0.2347,0.002,X025,All Grades,293,-73.905786315,40.812572147,No,34,3,37,Bronx,NYC DOE,0.08108108108108109,Minority,0.9061,Hispanic
P.S./M.S. 029 Melrose School,0.0227,0.296,0.1613,0.6613,0.008,0.984,0.2173,0.012,X029,All Grades,272,-73.917160597,40.821703837,No,135,3,138,Bronx,NYC DOE,0.021739130434782608,Minority,0.6613,Hispanic
P.S. 030 Wilton,0.0176,0.2228,0.1506,0.7372,0.0048,0.9407,0.2019,0.0176,X030,All Grades,282,-73.917161491,40.809169761,No,104,7,111,Bronx,NYC DOE,0.06306306306306306,Minority,0.7372,Hispanic
P.S./M.S. 031 The William Lloyd Garrison,0.0206,0.2524,0.1742,0.7064,0.0041,0.9643,0.1879,0.0165,X031,All Grades,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7064,Hispanic
P.S. 043 Jonas Bronck,0.0038,0.2762,0.0857,0.7029,0.0038,0.9429,0.2229,0.0133,X043,All Grades,297,-73.921246925,40.806327845,No,95,4,99,Bronx,NYC DOE,0.04040404040404041,Minority,0.7029,Hispanic
P.S. 049 Willis Avenue,0.0028,0.2889,0.1641,0.6858,0.0168,0.9677,0.2034,0.0056,X049,All Grades,308,-73.922789374,40.809974207,No,116,2,118,Bronx,NYC DOE,0.01694915254237288,Minority,0.6858,Hispanic
P.S. 065 Mother Hale Academy,0.0236,0.3262,0.1253,0.6359,0.0071,0.974,0.2151,0.0071,X065,All Grades,293,-73.912969855,40.807449167,No,80,4,84,Bronx,NYC DOE,0.047619047619047616,Minority,0.6359,Hispanic
J.H.S. 151 Lou Gehrig,0.0119,0.2727,0.3478,0.7075,0.004,0.9289,0.2767,0.004,X151,All Grades,261,-73.92099051,40.822929283,No,114,12,126,Bronx,NYC DOE,0.09523809523809523,Minority,0.7075,Hispanic
P.S. 154 Jonathan D. Hyatt,0,0.3753,0.1235,0.5901,0.0123,0.9605,0.1753,0.0222,X154,All Grades,293,-73.925941155,40.80792909,No,113,2,115,Bronx,NYC DOE,0.017391304347826087,Minority,0.5901,Hispanic
P.S. 157 Grove Hill,0.0031,0.3069,0.0885,0.6885,0.0015,0.9542,0.1618,0,X157,All Grades,291,-73.908703366,40.818969262,No,128,0,128,Bronx,NYC DOE,0,Minority,0.6885,Hispanic
P.S. 161 Ponce De Leon,0.0076,0.225,0.2193,0.7448,0.0038,0.9773,0.2363,0.0189,X161,All Grades,290,-73.905560205,40.814720214,No,158,7,165,Bronx,NYC DOE,0.04242424242424243,Minority,0.7448,Hispanic
J.H.S. 162 Lola Rodriguez De Tio,0.008,0.2933,0.2507,0.6907,0,0.8747,0.296,0.008,X162,All Grades,260,-73.912484107,40.815017393,No,85,6,91,Bronx,NYC DOE,0.06593406593406594,Minority,0.6907,Hispanic
P.S. 179,0.0025,0.1662,0.3048,0.8086,0.0202,0.9219,0.2242,0.0025,X179,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8086,Hispanic
South Bronx Preparatory: A College Board School,0.0092,0.2569,0.0734,0.711,0.0107,0.9633,0.2385,0.0122,X221,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.711,Hispanic
M.S. 223 The Laboratory School of Finance and Tech,0.004,0.2112,0.0857,0.7789,0,0.9661,0.2072,0.006,X223,All Grades,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7789,Hispanic
P.S. / I.S. 224,0,0.232,0.3094,0.7376,0.011,0.9834,0.2541,0.0193,X224,All Grades,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7376,Hispanic
P.S. 277,0.0107,0.235,0.1667,0.7329,0.015,0.938,0.1774,0.0064,X277,All Grades,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7329,Hispanic
South Bronx Academy for Applied Media,0.0057,0.3668,0.1203,0.6103,0.0115,1,0.2837,0.0057,X296,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6103,Hispanic
Academy of Public Relations,0.0057,0.2784,0.2358,0.7045,0.0028,1,0.2557,0.0085,X298,All Grades,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7045,Hispanic
Academy of Applied Mathematics and Technology,0.0098,0.2516,0.10780000000000001,0.7255,0.0065,0.8105,0.2712,0.0065,X343,All Grades,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7255,Hispanic
Concourse Village Elementary School,0.0036,0.3345,0.2436,0.6255,0.0109,1,0.1855,0.0255,X359,All Grades,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6255,Hispanic
Young Leaders Elementary School,0,0.137,0.4593,0.8519,0,0.9963,0.2741,0.0111,X369,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8519,Hispanic
Hostos-Lincoln Academy of Science,0.0294,0.2059,0.0478,0.7335,0.0165,0.7574,0.182,0.0147,X500,All Grades,282,-73.928368224,40.81626357,No,25,0,25,Bronx,NYC DOE,0,Minority,0.7335,Hispanic
The Urban Assembly Bronx Academy of Letters,0.0085,0.3113,0.1303,0.6565,0.0017,0.9357,0.2521,0.022,X551,All Grades,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6565,Hispanic
P.S. X014 Senator John Calandra,0.0294,0.049,0.0474,0.6487,0.0114,0.6618,0.2157,0.2614,X014,All Grades,306,-73.825671833,40.835592797,No,29,5,34,Bronx,NYC DOE,0.14705882352941177,Minority,0.6487,Hispanic
P.S. 036 Unionport,0.1546,0.1027,0.1305,0.6743,0.0292,1,0.1914,0.0393,X036,All Grades,308,-73.850415398,40.829404924,No,42,4,46,Bronx,NYC DOE,0.08695652173913043,Minority,0.6743,Hispanic
P.S. 048 Joseph R. Drake,0.0057,0.2486,0.1753,0.7274,0.008,1,0.2371,0.0103,X048,All Grades,275,-73.886702595,40.814388451,No,60,6,66,Bronx,NYC DOE,0.09090909090909091,Minority,0.7274,Hispanic
P.S. 062 Inocensio Casanova,0.0025,0.2193,0.109,0.7456,0.0063,0.9336,0.2306,0.0263,X062,All Grades,290,-73.900312303,40.814087156,No,73,6,79,Bronx,NYC DOE,0.0759493670886076,Minority,0.7456,Hispanic
P.S. 069 Journey Prep School,0.0199,0.1573,0.1093,0.803,0.0083,0.8758,0.1887,0.0116,X069,All Grades,314,-73.8609077,40.81682393,No,41,2,43,Bronx,NYC DOE,0.046511627906976744,Minority,0.803,Hispanic
P.S. 071 Rose E. Scala,0.0685,0.0408,0.0685,0.6125,0.013,0.7478,0.2073,0.2652,X071,All Grades,306,-73.829810489,40.845765542,No,89,12,101,Bronx,NYC DOE,0.1188118811881188,Minority,0.6125,Hispanic
P.S. 072 Dr. William Dorney,0.0365,0.2041,0.0479,0.7138,0.0023,0.8586,0.2235,0.0433,X072,All Grades,293,-73.817899752,40.822749502,No,106,8,114,Bronx,NYC DOE,0.07017543859649122,Minority,0.7138,Hispanic
P.S. 75 School of Research and Discovery,0.0115,0.27,0.1375,0.7054,0.0016,1,0.2013,0.0115,X075,All Grades,292,-73.889374417,40.822301294,No,55,2,57,Bronx,NYC DOE,0.03508771929824561,Minority,0.7054,Hispanic
P.S. 093 Albert G. Oliver,0,0.5881,0.0794,0.3846,0.0149,1,0.2134,0.0124,X093,All Grades,289,-73.876966816,40.8217733,No,40,3,43,Bronx,NYC DOE,0.06976744186046512,Minority,0.5881,Black
P.S. 100 Isaac Clason,0.0103,0.3379,0.0549,0.6312,0.0086,1,0.2607,0.012,X100,All Grades,268,-73.863077758,40.821845123,No,128,7,135,Bronx,NYC DOE,0.05185185185185185,Minority,0.6312,Hispanic
M.S. X101 Edward R. Byrne,0.1431,0.125,0.0181,0.5585,0.0101,0.6935,0.1855,0.1633,X101,All Grades,308,-73.829670733,40.827493249,No,100,5,105,Bronx,NYC DOE,0.047619047619047616,Minority,0.5585,Hispanic
P.S. 107,0.0063,0.3734,0.0759,0.6118,0,0.9473,0.2996,0.0084,X107,All Grades,294,-73.868394148,40.818470384,No,43,10,53,Bronx,NYC DOE,0.18867924528301888,Minority,0.6118,Hispanic
P.S. 119,0.2854,0.0893,0.2165,0.534,0.032,1,0.1243,0.0592,X119,All Grades,300,-73.85660357,40.828446929,No,80,0,80,Bronx,NYC DOE,0,Minority,0.534,Hispanic
J.H.S. 123 James M. Kieran,0.0268,0.2263,0.219,0.7372,0.0024,1,0.292,0.0073,X123,All Grades,280,-73.873655508,40.825307742,No,86,26,112,Bronx,NYC DOE,0.23214285714285715,Minority,0.7372,Hispanic
J.H.S. 125 Henry Hudson,0.2343,0.1562,0.2343,0.534,0.0202,0.9345,0.1965,0.0554,X125,All Grades,283,-73.856736151,40.829133793,No,87,3,90,Bronx,NYC DOE,0.03333333333333333,Minority,0.534,Hispanic
P.S. 130 Abram Stevens Hewitt,0.0104,0.2448,0.2303,0.7178,0.0021,1,0.2241,0.0249,X130,All Grades,284,-73.902321148,40.817916797,No,94,3,97,Bronx,NYC DOE,0.030927835051546393,Minority,0.7178,Hispanic
J.H.S. 131 Albert Einstein,0.0375,0.3396,0.099,0.616,0.0051,1,0.2713,0.0017,X131,All Grades,279,-73.859708891,40.823517405,No,105,12,117,Bronx,NYC DOE,0.10256410256410256,Minority,0.616,Hispanic
P.S. 138 Samuel Randall,0.0248,0.2615,0.0533,0.6952,0.0124,0.9033,0.171,0.0062,X138,All Grades,291,-73.853519768,40.822627674,No,91,0,91,Bronx,NYC DOE,0,Minority,0.6952,Hispanic
P.S. X140 The Eagle School,0.0061,0.344,0.1147,0.6269,0.0107,0.8792,0.1743,0.0122,X140,All Grades,280,-73.907870229,40.823403706,No,126,4,130,Bronx,NYC DOE,0.03076923076923077,Minority,0.6269,Hispanic
P.S. 146 Edward Collins,0.0132,0.443,0.1338,0.5241,0.0175,0.9627,0.1864,0.0022,X146,All Grades,290,-73.906049327,40.825151571,No,118,0,118,Bronx,NYC DOE,0,Minority,0.5241,Hispanic
P.S. 152 Evergreen,0.0102,0.2002,0.2615,0.762,0.0133,1,0.191,0.0143,X152,All Grades,293,-73.880007972,40.823921316,No,116,23,139,Bronx,NYC DOE,0.16546762589928057,Minority,0.762,Hispanic
P.S. 182,0.084,0.275,0.045,0.619,0.004,0.858,0.136,0.018,X182,All Grades,299,-73.856498104,40.818959665,No,103,11,114,Bronx,NYC DOE,0.09649122807017543,Minority,0.619,Hispanic
Bronx Studio School for Writers and Artists,0.0071,0.2071,0.1327,0.777,0.0035,1,0.2531,0.0053,X269,All Grades,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.777,Hispanic
M.S. 301 Paul L. Dunbar,0.0105,0.3874,0.2408,0.5759,0,0.8325,0.267,0.0262,X301,All Grades,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5759,Hispanic
M.S. 302 Luisa Dessus Cruz,0.0074,0.2078,0.2653,0.7625,0.0019,0.9425,0.2764,0.0204,X302,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7625,Hispanic
P.S. 304 Early Childhood School,0.0681,0.0502,0.0108,0.5538,0.0251,0.7294,0.181,0.3029,X304,All Grades,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5538,Hispanic
P.S. 333 - The Museum School,0.0023,0.2014,0.2477,0.7662,0.0069,1,0.2338,0.0231,X333,All Grades,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7662,Hispanic
The Academy of the Arts,0.0103,0.3,0.1517,0.669,0.0103,0.9448,0.2034,0.0103,X335,All Grades,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.669,Hispanic
The School for Inquiry and Social Justice,0.0352,0.309,0.0729,0.6508,0,1,0.2261,0.005,X337,All Grades,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6508,Hispanic
"Archimedes Academy for Math, Science and Technolog",0.0722,0.3093,0.0675,0.5918,0.0063,0.8399,0.27,0.0204,X367,All Grades,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5918,Hispanic
Urban Institute of Mathematics,0.0379,0.1483,0.0276,0.5414,0.0034,0.7345,0.1931,0.269,X371,All Grades,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5414,Hispanic
The Bronx Mathematics Preparatory School,0.0288,0.3597,0.1043,0.5935,0.0036,0.9532,0.2554,0.0144,X375,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5935,Hispanic
